Ten phong ban,Ma nhan vien,Ho ten nhan vien,Ngay sinh,Gioi tinh,Luong co ban,Tuoi,Luong moi,Ghi chu,Chuc vu
Ky thuat,NV00239,Minh Quang Tran,1986-03-10,Nam,27212986,39,31294934,Tăng lương 15%,Nhan vien
Kinh doanh,NV00240,Bac Tu Pham,2003-03-17,Nam,12706629,22,12706629,Không tăng lương,Nhan vien
Marketing,NV00241,Anh Tri Mai,1993-12-04,Nu,5331010,31,6130661,Tăng lương 15%,Nhan vien
Kinh doanh,NV00242,Ong Minh Nguyen,2000-11-17,Nam,10277613,24,10277613,Không tăng lương,Nhan vien
Nhan su,NV00243,Hanh Duong,1980-01-21,Nu,6480671,45,7452772,Tăng lương 15%,Nhan vien
Nhan su,NV00244,Ba Phuong Nguyen,1988-08-30,Nam,15089575,36,17353011,Tăng lương 15%,Nhan vien
Ky thuat,NV00245,Tung Tan Dang,1967-01-14,Nu,19998305,58,22998051,Tăng lương 15%,Nhan vien
Marketing,NV00246,Duong Bui,1970-01-24,Nam,25395037,55,29204293,Tăng lương 15%,Nhan vien
Kinh doanh,NV00247,Chi Anh Mai,1969-05-14,Nu,7673215,56,8824197,Tăng lương 15%,Nhan vien
Kinh doanh,NV00248,An Hai Pham,1984-12-04,Nam,21774838,40,25041064,Tăng lương 15%,Nhan vien
Marketing,NV00249,Hung Van Nguyen,1965-07-19,Nam,10924255,59,12562893,Tăng lương 15%,Nhan vien
Nhan su,NV00250,Ba Huong Pham,1971-01-05,Nam,26630310,54,30624856,Tăng lương 15%,Nhan vien
Ke toan,NV00251,Khoa Bui,1980-12-17,Nu,11716107,44,13473523,Tăng lương 15%,Nhan vien
Kinh doanh,NV00252,Tu Dang,1996-05-17,Nu,8475088,29,8475088,Không tăng lương,Nhan vien
Ke toan,NV00253,Co Xuan Pham,1990-02-19,Nu,23624302,35,27167947,Tăng lương 15%,Nhan vien
Kinh doanh,NV00254,Ba Thanh Vu,1982-01-18,Nam,19494164,43,22418289,Tăng lương 15%,Nhan vien
Ky thuat,NV00255,Chi Khoa Pham,1993-09-30,Nu,7925668,31,9114518,Tăng lương 15%,Nhan vien
Ky thuat,NV00256,Duong Tran,1996-01-25,Nam,18931281,29,18931281,Không tăng lương,Nhan vien
Kinh doanh,NV00257,Trung Dang,1976-02-11,Nam,15213044,49,17495001,Tăng lương 15%,Nhan vien
Ke toan,NV00258,Khoa Huu Vu,1966-01-21,Nu,25025405,59,28779216,Tăng lương 15%,Nhan vien
Kinh doanh,NV00259,Duong Duong,1967-08-17,Nam,14010920,57,16112558,Tăng lương 15%,Nhan vien
Ky thuat,NV00260,Xuan Mai,1985-03-03,Nam,14398608,40,16558399,Tăng lương 15%,Nhan vien
Ky thuat,NV00261,Chi Hai Pham,1974-02-08,Nu,8664352,51,9964005,Tăng lương 15%,Nhan vien
Nhan su,NV00262,Hanh Mai Bao Vu,1982-08-07,Nu,18096280,42,20810722,Tăng lương 15%,Nhan vien
Ky thuat,NV00263,Huy Mai Bao Le,1965-01-14,Nu,15133618,60,17403661,Tăng lương 15%,Nhan vien
Marketing,NV00264,Khoa Quang Dang,1973-02-16,Nam,7856834,52,9035359,Tăng lương 15%,Nhan vien
Ke toan,NV00265,Co Hanh Pham,1993-08-14,Nam,17997708,31,20697364,Tăng lương 15%,Nhan vien
Nhan su,NV00266,Bao Le,1998-05-05,Nu,20007567,27,20007567,Không tăng lương,Nhan vien
Ke toan,NV00267,Nam Tan Nguyen,1972-05-07,Nam,25246207,53,29033138,Tăng lương 15%,Nhan vien
Ky thuat,NV00268,Vu Pham,1965-06-04,Nu,29905754,60,34391617,Tăng lương 15%,Nhan vien
Marketing,NV00269,Tung Bui,2003-03-04,Nam,20101834,22,20101834,Không tăng lương,Nhan vien
Marketing,NV00270,Duyen Dang,1982-04-16,Nu,13460767,43,15479882,Tăng lương 15%,Nhan vien
Kinh doanh,NV00271,Anh Tung Hoang,1991-12-01,Nu,22727493,33,26136617,Tăng lương 15%,Nhan vien
Ke toan,NV00272,Khoa Huu Hoang,1986-06-19,Nu,28610975,39,32902621,Tăng lương 15%,Nhan vien
Kinh doanh,NV00273,Nhat Dang,1977-01-28,Nam,12822165,48,14745490,Tăng lương 15%,Nhan vien
Ky thuat,NV00274,Tung Nguyen,1981-05-12,Nu,29416013,44,33828415,Tăng lương 15%,Nhan vien
Kinh doanh,NV00275,Quang Duong,2001-01-16,Nam,12503143,24,12503143,Không tăng lương,Nhan vien
Ke toan,NV00276,Ba Ha Bui,1979-04-13,Nam,7221357,46,8304561,Tăng lương 15%,Nhan vien
Kinh doanh,NV00277,Chau Hoang Vu,1974-07-28,Nu,9628884,50,11073217,Tăng lương 15%,Nhan vien
Kinh doanh,NV00278,Lam Tran,1988-11-23,Nu,8302710,36,9548116,Tăng lương 15%,Nhan vien
Marketing,NV00279,Ba Xuan Tran,1995-11-13,Nam,25330364,29,25330364,Không tăng lương,Nhan vien
Kinh doanh,NV00280,Quy ong Tung Duong,1969-05-07,Nu,17469311,56,20089708,Tăng lương 15%,Nhan vien
Kinh doanh,NV00281,Trong Pham,1995-04-03,Nu,29247931,30,29247931,Không tăng lương,Nhan vien
Kinh doanh,NV00282,Vu Dang,1980-10-01,Nu,11999094,44,13798958,Tăng lương 15%,Nhan vien
Marketing,NV00283,Quy co Linh Dang,1972-07-05,Nu,5600487,52,6440560,Tăng lương 15%,Nhan vien
Marketing,NV00284,Bac Khoa Mai,1979-09-20,Nam,14008162,45,16109386,Tăng lương 15%,Nhan vien
Ke toan,NV00285,An Vu,1982-02-23,Nu,14660888,43,16860021,Tăng lương 15%,Nhan vien
Ke toan,NV00286,Hung Nguyen,1975-03-09,Nam,25634821,50,29480044,Tăng lương 15%,Nhan vien
Nhan su,NV00287,Anh Vu Bui,1995-11-28,Nam,14751717,29,14751717,Không tăng lương,Nhan vien
Nhan su,NV00288,Mai Mai,1998-12-08,Nu,19134728,26,19134728,Không tăng lương,Nhan vien
Marketing,NV00289,Anh Tran,1978-02-12,Nu,27651762,47,31799526,Tăng lương 15%,Nhan vien
Ke toan,NV00290,Anh Quang Vu,1984-09-07,Nu,29215367,40,33597672,Tăng lương 15%,Nhan vien
Nhan su,NV00291,Bac Khoa Duong,1991-01-21,Nu,21880747,34,25162859,Tăng lương 15%,Nhan vien
Marketing,NV00292,Hai Phu Nguyen,1970-03-24,Nam,17242878,55,19829310,Tăng lương 15%,Nhan vien
Kinh doanh,NV00293,Lam Huu Pham,1978-12-01,Nam,16061358,46,18470562,Tăng lương 15%,Nhan vien
Marketing,NV00294,Chi An Hoang,1990-01-02,Nu,6789143,35,7807514,Tăng lương 15%,Nhan vien
Marketing,NV00295,Ngoc Dang,1993-11-06,Nu,11112644,31,12779541,Tăng lương 15%,Nhan vien
Kinh doanh,NV00296,Quy ong Vu Le,1988-02-18,Nu,9884146,37,11366768,Tăng lương 15%,Nhan vien
Ky thuat,NV00297,Trong Vu,1986-04-29,Nam,16258458,39,18697227,Tăng lương 15%,Nhan vien
Ke toan,NV00298,Co Linh Tran,1999-08-01,Nam,16418201,25,16418201,Không tăng lương,Nhan vien
Ke toan,NV00299,Nhat Le,1982-04-30,Nam,14676831,43,16878356,Tăng lương 15%,Nhan vien
Kinh doanh,NV00300,Huy Le,1964-09-24,Nam,23449129,60,26966498,Tăng lương 15%,Nhan vien
Marketing,NV00301,Xuan Pham,1978-08-17,Nam,9187102,46,10565167,Tăng lương 15%,Nhan vien
Marketing,NV00302,Duong Tran,1979-01-19,Nam,17207189,46,19788267,Tăng lương 15%,Nhan vien
Nhan su,NV00303,Quy ong Dung Nguyen,1975-12-25,Nam,6820405,49,7843466,Tăng lương 15%,Nhan vien
Ky thuat,NV00304,Nhat Nguyen,1991-08-12,Nam,15950681,33,18343283,Tăng lương 15%,Nhan vien
Ke toan,NV00305,Ong Chau Hoang,1965-08-01,Nam,28390597,59,32649187,Tăng lương 15%,Nhan vien
Kinh doanh,NV00306,Trong Le,1993-09-02,Nu,24204594,31,27835283,Tăng lương 15%,Nhan vien
Kinh doanh,NV00307,Phuong Tan Tran,1973-08-23,Nu,10454668,51,12022868,Tăng lương 15%,Nhan vien
Ke toan,NV00308,Anh Phuc Dang,1992-05-26,Nu,17949680,33,20642132,Tăng lương 15%,Nhan vien
Ky thuat,NV00309,Kim Le,1992-11-21,Nu,19193117,32,22072085,Tăng lương 15%,Nhan vien
Marketing,NV00310,Ong Tu Duong,1969-03-09,Nam,5848770,56,6726085,Tăng lương 15%,Nhan vien
Marketing,NV00311,Bac Bao Bui,1976-02-20,Nam,27044814,49,31101536,Tăng lương 15%,Nhan vien
Ke toan,NV00312,Bao Mai,1975-07-02,Nam,8662373,49,9961729,Tăng lương 15%,Nhan vien
Marketing,NV00313,Nhat Tan Tran,1985-12-21,Nu,13490659,39,15514258,Tăng lương 15%,Nhan vien
Nhan su,NV00314,Minh Pham,1971-09-27,Nu,18182865,53,20910295,Tăng lương 15%,Nhan vien
Marketing,NV00315,Hoang Tran,1977-04-26,Nu,11811782,48,13583549,Tăng lương 15%,Nhan vien
Ke toan,NV00316,Lam Mai Dang,1982-05-04,Nam,23877376,43,27458982,Tăng lương 15%,Nhan vien
Ke toan,NV00317,Co Khoa Nguyen,2001-09-14,Nam,10052582,23,10052582,Không tăng lương,Nhan vien
Ky thuat,NV00318,Huy Hoang,1967-04-13,Nu,10155167,58,11678442,Tăng lương 15%,Nhan vien
Ky thuat,NV00319,Khoa Dang,1998-01-11,Nu,11956841,27,11956841,Không tăng lương,Nhan vien
Nhan su,NV00320,Trong Nguyen,1969-06-12,Nam,15506647,56,17832644,Tăng lương 15%,Nhan vien
Kinh doanh,NV00321,Nhat Pham,1990-08-18,Nu,15145418,34,17417231,Tăng lương 15%,Nhan vien
Marketing,NV00322,Hanh Duong,1974-10-01,Nu,23279508,50,26771434,Tăng lương 15%,Nhan vien
Marketing,NV00323,Duong Tran,1979-10-20,Nam,16486477,45,18959449,Tăng lương 15%,Nhan vien
Nhan su,NV00324,Trung Duong,1992-11-24,Nu,29231464,32,33616184,Tăng lương 15%,Nhan vien
Marketing,NV00325,An Hoang,1972-04-13,Nam,16228582,53,18662869,Tăng lương 15%,Nhan vien
Kinh doanh,NV00326,Co Thanh Duong,2002-07-28,Nam,21088192,22,21088192,Không tăng lương,Nhan vien
Kinh doanh,NV00327,Trung Tri Hoang,1976-08-12,Nam,23635776,48,27181142,Tăng lương 15%,Nhan vien
Ky thuat,NV00328,Quang Huu Vu,1975-02-09,Nam,26946865,50,30988895,Tăng lương 15%,Nhan vien
Kinh doanh,NV00329,Linh Mai,2001-01-31,Nam,6161951,24,6161951,Không tăng lương,Nhan vien
Nhan su,NV00330,Quang Tan Duong,1975-07-28,Nam,17507129,49,20133198,Tăng lương 15%,Nhan vien
Kinh doanh,NV00331,Dung Mai Bao Tran,1974-10-28,Nam,19532114,50,22461931,Tăng lương 15%,Nhan vien
Ke toan,NV00332,Ba Khoa Vu,1986-11-28,Nam,17045969,38,19602864,Tăng lương 15%,Nhan vien
Nhan su,NV00333,Ha Tran,1970-08-28,Nam,15903966,54,18289561,Tăng lương 15%,Nhan vien
Nhan su,NV00334,Quy ong Tung Pham,1999-09-20,Nam,26119322,25,26119322,Không tăng lương,Nhan vien
Ke toan,NV00335,Ba Phuong Tran,1999-05-20,Nam,13361420,26,13361420,Không tăng lương,Nhan vien
Ky thuat,NV00336,Chau Le,1964-07-11,Nu,17069339,60,19629740,Tăng lương 15%,Nhan vien
Ke toan,NV00337,Phuc Hoang Duong,1996-07-04,Nam,14571368,28,14571368,Không tăng lương,Nhan vien
Ky thuat,NV00338,Khoa Dang,1973-01-13,Nu,29445471,52,33862292,Tăng lương 15%,Nhan vien
Ke toan,NV00339,Co Duyen Vu,1995-06-16,Nam,25621826,30,25621826,Không tăng lương,Nhan vien
Ky thuat,NV00340,Anh Anh Bui,1995-07-20,Nu,13581600,29,13581600,Không tăng lương,Nhan vien
Ky thuat,NV00341,Co Khoa Vu,1997-02-03,Nam,5757806,28,5757806,Không tăng lương,Nhan vien
Ky thuat,NV00342,Co Hai Nguyen,1984-11-01,Nu,16693268,40,19197258,Tăng lương 15%,Nhan vien
Nhan su,NV00343,Van Bui,1980-12-04,Nu,27321314,44,31419511,Tăng lương 15%,Nhan vien
Ke toan,NV00344,Trong The Duong,1976-09-17,Nu,22892619,48,26326512,Tăng lương 15%,Nhan vien
Marketing,NV00345,Quy co Ngoc Hoang,1981-03-24,Nam,15701863,44,18057142,Tăng lương 15%,Nhan vien
Kinh doanh,NV00346,Hai Tran,1981-06-06,Nam,24942698,44,28684103,Tăng lương 15%,Nhan vien
Kinh doanh,NV00347,Quang Bao Pham,1983-10-04,Nam,23626934,41,27170974,Tăng lương 15%,Nhan vien
Kinh doanh,NV00348,Trung Thi Hoang,1970-05-29,Nam,5214291,55,5996435,Tăng lương 15%,Nhan vien
Ky thuat,NV00349,Ba Khoa Pham,1972-04-12,Nu,16189192,53,18617571,Tăng lương 15%,Nhan vien
Kinh doanh,NV00350,An Bui,1972-11-15,Nam,9128426,52,10497690,Tăng lương 15%,Nhan vien
Ky thuat,NV00351,Co Mai Dang,1991-12-04,Nu,28944081,33,33285693,Tăng lương 15%,Nhan vien
Kinh doanh,NV00352,Chi Mai Duong,1998-10-31,Nam,23952743,26,23952743,Không tăng lương,Nhan vien
Nhan su,NV00353,Lam Bui,1979-02-05,Nu,28629941,46,32924432,Tăng lương 15%,Nhan vien
Marketing,NV00354,Chi Van Mai,1999-11-03,Nam,21271306,25,21271306,Không tăng lương,Nhan vien
Ke toan,NV00355,Ha Bui,1998-09-11,Nam,19676086,26,19676086,Không tăng lương,Nhan vien
Ke toan,NV00356,Khoa Tran,1975-10-01,Nu,7468332,49,8588582,Tăng lương 15%,Nhan vien
Nhan su,NV00357,Nam Huu Le,1971-03-12,Nam,27092296,54,31156140,Tăng lương 15%,Nhan vien
Kinh doanh,NV00358,Quy co Van Vu,1975-09-17,Nu,16083758,49,18496322,Tăng lương 15%,Nhan vien
Ke toan,NV00359,Co Kim Bui,1969-08-19,Nam,27925935,55,32114825,Tăng lương 15%,Nhan vien
Kinh doanh,NV00360,Tung Xuan Pham,1997-01-22,Nu,28682683,28,28682683,Không tăng lương,Nhan vien
Nhan su,NV00361,Hoang Pham,1986-11-18,Nam,6009451,38,6910869,Tăng lương 15%,Nhan vien
Ky thuat,NV00362,Lam Duc Nguyen,1985-07-05,Nam,10976825,39,12623349,Tăng lương 15%,Nhan vien
Ke toan,NV00363,An Bao Hoang,1970-12-18,Nu,22713052,54,26120010,Tăng lương 15%,Nhan vien
Kinh doanh,NV00364,Chi An Le,1989-01-02,Nu,27775964,36,31942359,Tăng lương 15%,Nhan vien
Nhan su,NV00365,Lan Pham,1970-09-08,Nam,15307505,54,17603631,Tăng lương 15%,Nhan vien
Nhan su,NV00366,Chi Lam Hoang,1985-01-15,Nam,13784612,40,15852304,Tăng lương 15%,Nhan vien
Nhan su,NV00367,An Tan Hoang,1964-11-01,Nu,5128986,60,5898334,Tăng lương 15%,Nhan vien
Nhan su,NV00368,Vi Vu,1985-09-29,Nam,26421883,39,30385165,Tăng lương 15%,Nhan vien
Marketing,NV00369,Quy co Anh Pham,1983-08-14,Nam,15281086,41,17573249,Tăng lương 15%,Nhan vien
Ky thuat,NV00370,Kim Duong,1983-09-27,Nam,18996542,41,21846023,Tăng lương 15%,Nhan vien
Marketing,NV00371,Chi Nhat Duong,1995-07-14,Nam,11851332,29,11851332,Không tăng lương,Nhan vien
Ke toan,NV00372,Nhien Dang,1974-03-12,Nam,9446707,51,10863713,Tăng lương 15%,Nhan vien
Nhan su,NV00373,Kim The Duong,1968-05-02,Nu,14680270,57,16882310,Tăng lương 15%,Nhan vien
Nhan su,NV00374,Huong Duong,1992-02-20,Nam,27207701,33,31288856,Tăng lương 15%,Nhan vien
Ke toan,NV00375,Trung The Vu,1988-11-21,Nu,11067560,36,12727694,Tăng lương 15%,Nhan vien
Kinh doanh,NV00376,Mai Duong,1988-12-22,Nam,12766534,36,14681514,Tăng lương 15%,Nhan vien
Ke toan,NV00377,Co Duyen Duong,2003-01-21,Nu,12500175,22,12500175,Không tăng lương,Nhan vien
Ky thuat,NV00378,Vu Pham,1995-04-28,Nu,19777595,30,19777595,Không tăng lương,Nhan vien
Ke toan,NV00379,Minh Hoang,1981-09-17,Nu,23973276,43,27569267,Tăng lương 15%,Nhan vien
Marketing,NV00380,Kim Bao Bui,1987-04-24,Nu,23311728,38,26808487,Tăng lương 15%,Nhan vien
Marketing,NV00381,Quy ong Hung Mai,2001-10-02,Nu,20718006,23,20718006,Không tăng lương,Nhan vien
Ke toan,NV00382,Co Kim Duong,1993-11-10,Nu,16356483,31,18809955,Tăng lương 15%,Nhan vien
Ke toan,NV00383,Ba Chi Hoang,1978-02-22,Nam,20434612,47,23499804,Tăng lương 15%,Nhan vien
Nhan su,NV00384,Chi Nhat Nguyen,1971-12-02,Nu,9582087,53,11019400,Tăng lương 15%,Nhan vien
Marketing,NV00385,Co Lan Hoang,2000-05-21,Nu,25745673,25,25745673,Không tăng lương,Nhan vien
Ke toan,NV00386,Co Hanh Mai,1987-09-14,Nam,14112194,37,16229023,Tăng lương 15%,Nhan vien
Ke toan,NV00387,Quy co Chi Duong,1986-04-21,Nu,24881030,39,28613184,Tăng lương 15%,Nhan vien
Ky thuat,NV00388,Dung Le,1966-04-21,Nam,28544452,59,32826120,Tăng lương 15%,Nhan vien
Ky thuat,NV00389,Dung Van Mai,1974-09-02,Nam,24869009,50,28599360,Tăng lương 15%,Nhan vien
Ke toan,NV00390,Thanh Dang,1986-06-30,Nu,22218994,38,25551843,Tăng lương 15%,Nhan vien
Nhan su,NV00391,Phuong Bui,1988-04-09,Nu,16878238,37,19409974,Tăng lương 15%,Nhan vien
Marketing,NV00392,Chi Thao Duong,1986-07-28,Nu,27254039,38,31342145,Tăng lương 15%,Nhan vien
Marketing,NV00393,Hung Duong,1991-06-29,Nam,29924066,33,34412676,Tăng lương 15%,Quan ly
Ky thuat,NV00394,Quy co Huong Pham,1973-04-19,Nam,26455340,52,30423641,Tăng lương 15%,Nhan vien
Ky thuat,NV00395,Trung Quang Dang,1977-01-03,Nam,23470146,48,26990668,Tăng lương 15%,Nhan vien
Ky thuat,NV00396,Tu Bao Pham,1976-03-01,Nu,27895974,49,32080370,Tăng lương 15%,Nhan vien
Ke toan,NV00397,Tung Tri Bui,1967-11-12,Nam,8854999,57,10183249,Tăng lương 15%,Nhan vien
Ky thuat,NV00398,Hai Duong,1990-11-18,Nam,12819382,34,14742289,Tăng lương 15%,Nhan vien
Kinh doanh,NV00399,Huong Pham,1998-03-21,Nu,26262803,27,26262803,Không tăng lương,Nhan vien
Nhan su,NV00400,Hong Duong,1979-11-19,Nam,15590292,45,17928836,Tăng lương 15%,Nhan vien
Kinh doanh,NV00401,Bac Tung Vu,1975-04-16,Nu,11844220,50,13620853,Tăng lương 15%,Nhan vien
Marketing,NV00402,Khoa Mai Bao Hoang,1978-06-19,Nam,19609350,47,22550752,Tăng lương 15%,Nhan vien
Ke toan,NV00403,Kim Phu Nguyen,1974-11-05,Nam,13534192,50,15564321,Tăng lương 15%,Nhan vien
Kinh doanh,NV00404,Quy co Thanh Hoang,1988-06-12,Nu,11342918,37,13044356,Tăng lương 15%,Nhan vien
Nhan su,NV00405,Thanh Le,1991-11-29,Nam,22889434,33,26322849,Tăng lương 15%,Nhan vien
Kinh doanh,NV00406,Khoa Phu Nguyen,1998-08-15,Nu,10545898,26,10545898,Không tăng lương,Nhan vien
Ke toan,NV00407,Yen Bui,2002-06-28,Nu,17155355,22,17155355,Không tăng lương,Nhan vien
Nhan su,NV00408,Van Vu,2001-11-20,Nu,19370474,23,19370474,Không tăng lương,Nhan vien
Ky thuat,NV00409,Bao Bui,2001-05-13,Nam,6716284,24,6716284,Không tăng lương,Nhan vien
Ky thuat,NV00410,Chi Pham,1998-11-22,Nu,6271494,26,6271494,Không tăng lương,Nhan vien
Ke toan,NV00411,Thanh Le,1965-05-26,Nu,22962495,60,26406869,Tăng lương 15%,Nhan vien
Marketing,NV00412,Bac Thanh Bui,1971-11-01,Nu,8026709,53,9230715,Tăng lương 15%,Nhan vien
Kinh doanh,NV00413,Nam Mai,1989-02-18,Nam,21076500,36,24237975,Tăng lương 15%,Nhan vien
Ke toan,NV00414,Anh Trong Mai,1970-03-30,Nu,27548991,55,31681340,Tăng lương 15%,Nhan vien
Ke toan,NV00415,Bac Minh Mai,1967-06-09,Nu,28658166,58,32956891,Tăng lương 15%,Nhan vien
Kinh doanh,NV00416,Khoa Duc Bui,1980-04-09,Nam,26625819,45,30619692,Tăng lương 15%,Nhan vien
Ky thuat,NV00417,Linh Bui,1973-11-28,Nam,15087548,51,17350680,Tăng lương 15%,Nhan vien
Ky thuat,NV00418,Ba Duong Bui,1996-01-09,Nam,20322555,29,20322555,Không tăng lương,Nhan vien
Ky thuat,NV00419,Tu Hoang,1987-07-14,Nu,8677268,37,9978858,Tăng lương 15%,Nhan vien
Nhan su,NV00420,Tu Nguyen,1964-11-03,Nam,11371423,60,13077136,Tăng lương 15%,Nhan vien
Nhan su,NV00421,Hanh Huu Vu,1983-04-02,Nam,5821376,42,6694582,Tăng lương 15%,Nhan vien
Kinh doanh,NV00422,Tu Bui,1999-11-27,Nu,25914034,25,25914034,Không tăng lương,Nhan vien
Ky thuat,NV00423,Quy co Xuan Pham,1981-01-31,Nam,22703430,44,26108944,Tăng lương 15%,Nhan vien
Nhan su,NV00424,An Phu Mai,1985-09-18,Nu,28897127,39,33231696,Tăng lương 15%,Nhan vien
Marketing,NV00425,Bao Mai Bao Le,1971-05-14,Nam,23227366,54,26711471,Tăng lương 15%,Nhan vien
Kinh doanh,NV00426,Nhat Hai Pham,2002-05-19,Nu,11641355,23,11641355,Không tăng lương,Nhan vien
Kinh doanh,NV00427,Trong Mai Nguyen,1968-04-05,Nam,14004546,57,16105228,Tăng lương 15%,Nhan vien
Ky thuat,NV00428,Dung Hoang Tran,1989-02-17,Nam,29642039,36,34088345,Tăng lương 15%,Nhan vien
Marketing,NV00429,Huy Pham,1990-10-29,Nam,17386859,34,19994888,Tăng lương 15%,Nhan vien
Nhan su,NV00430,Khoa Dang,1991-08-25,Nu,9615338,33,11057639,Tăng lương 15%,Nhan vien
Kinh doanh,NV00431,Nhat Bui,1975-07-26,Nu,7467412,49,8587524,Tăng lương 15%,Nhan vien
Marketing,NV00432,Minh Hoang Pham,2001-11-07,Nam,9995897,23,9995897,Không tăng lương,Nhan vien
Kinh doanh,NV00433,Ong Chau Le,1986-04-19,Nam,10211726,39,11743485,Tăng lương 15%,Nhan vien
Kinh doanh,NV00434,Lam Vu,1964-11-08,Nam,15916056,60,18303464,Tăng lương 15%,Nhan vien
Nhan su,NV00435,Bao Dang,1992-07-01,Nu,17428425,32,20042689,Tăng lương 15%,Nhan vien
Marketing,NV00436,Ong Hoang Mai,2002-03-08,Nam,20449942,23,20449942,Không tăng lương,Nhan vien
Ky thuat,NV00437,Hoang Quang Nguyen,1992-08-11,Nu,5668255,32,6518493,Tăng lương 15%,Nhan vien
Nhan su,NV00438,Quy co Hanh Dang,1995-11-03,Nam,18847982,29,18847982,Không tăng lương,Nhan vien
Ky thuat,NV00439,Quy co Ngoc Dang,1980-06-14,Nu,5622811,45,6466233,Tăng lương 15%,Nhan vien
Kinh doanh,NV00440,Lam Le,1981-09-28,Nam,19192007,43,22070808,Tăng lương 15%,Nhan vien
Nhan su,NV00441,Chi Phuong Bui,1999-07-12,Nam,5647511,25,5647511,Không tăng lương,Nhan vien
Marketing,NV00442,Chi Van Vu,1993-09-21,Nu,8249579,31,9487016,Tăng lương 15%,Nhan vien
Marketing,NV00443,Hanh Tri Duong,1990-09-20,Nam,19284068,34,22176678,Tăng lương 15%,Nhan vien
Nhan su,NV00444,Quang Tran,1971-08-07,Nam,25355316,53,29158613,Tăng lương 15%,Nhan vien
Ke toan,NV00445,Khoa Vu,1966-12-06,Nam,24030554,58,27635137,Tăng lương 15%,Nhan vien
Ke toan,NV00446,Hoang Tan Tran,1999-01-19,Nam,7709002,26,7709002,Không tăng lương,Nhan vien
Kinh doanh,NV00447,Quy ong Khoa Mai,1970-10-09,Nam,28130087,54,32349600,Tăng lương 15%,Nhan vien
Kinh doanh,NV00448,Chi Xuan Mai,2001-12-09,Nu,15384912,23,15384912,Không tăng lương,Nhan vien
Ke toan,NV00449,Chi Nhat Hoang,1983-02-09,Nu,25256998,42,29045548,Tăng lương 15%,Nhan vien
Marketing,NV00450,Ong Thanh Mai,1976-10-13,Nam,23634750,48,27179962,Tăng lương 15%,Nhan vien
Kinh doanh,NV00451,Khoa Vu,1992-04-05,Nam,12284950,33,14127692,Tăng lương 15%,Nhan vien
Marketing,NV00452,Quang Tan Mai,1973-03-14,Nam,27504490,52,31630163,Tăng lương 15%,Nhan vien
Marketing,NV00453,Quy ong Chau Hoang,1980-09-02,Nam,21716055,44,24973463,Tăng lương 15%,Nhan vien
Kinh doanh,NV00454,Kim Hoang,1966-03-22,Nam,17533847,59,20163924,Tăng lương 15%,Nhan vien
Ke toan,NV00455,Vu Bao Nguyen,1973-10-08,Nam,8728783,51,10038100,Tăng lương 15%,Nhan vien
Ke toan,NV00456,Anh Chau Le,2001-08-28,Nu,24843320,23,24843320,Không tăng lương,Nhan vien
Ky thuat,NV00457,Phuong Phu Dang,1989-02-03,Nu,19990617,36,22989210,Tăng lương 15%,Nhan vien
Ke toan,NV00458,Chau Mai Bao Le,1990-09-28,Nu,20783148,34,23900620,Tăng lương 15%,Nhan vien
Nhan su,NV00459,Lam Tan Nguyen,1965-06-26,Nu,26987389,60,31035497,Tăng lương 15%,Nhan vien
Kinh doanh,NV00460,Trung Duc Le,1995-11-20,Nam,16558871,29,16558871,Không tăng lương,Nhan vien
Nhan su,NV00461,Quy co Chi Nguyen,1968-06-26,Nu,27947983,57,32140180,Tăng lương 15%,Nhan vien
Nhan su,NV00462,Chi Phuong Duong,1985-12-08,Nam,16584630,39,19072324,Tăng lương 15%,Nhan vien
Ky thuat,NV00463,Thanh Duong,2001-05-08,Nu,21901690,24,21901690,Không tăng lương,Nhan vien
Ky thuat,NV00464,Vi Nguyen,1968-10-04,Nam,16038757,56,18444571,Tăng lương 15%,Nhan vien
Ke toan,NV00465,Co Nhat Hoang,1972-08-29,Nam,15902043,52,18287349,Tăng lương 15%,Nhan vien
Nhan su,NV00466,Quy co Ha Bui,1966-04-30,Nu,14104617,59,16220310,Tăng lương 15%,Nhan vien
Ky thuat,NV00467,Trung Quang Dang,1968-12-28,Nu,5308708,56,6105014,Tăng lương 15%,Nhan vien
Nhan su,NV00468,Chi Van Mai,2000-10-03,Nu,18355208,24,18355208,Không tăng lương,Nhan vien
Ky thuat,NV00469,Minh Nguyen,1993-09-02,Nam,18163082,31,20887544,Tăng lương 15%,Nhan vien
Kinh doanh,NV00470,Quy co Kim Bui,2001-09-12,Nu,9516574,23,9516574,Không tăng lương,Nhan vien
Ky thuat,NV00471,Trung Duc Le,1989-12-25,Nam,29698485,35,34153258,Tăng lương 15%,Nhan vien
Nhan su,NV00472,Co Linh Duong,1975-02-25,Nam,8158513,50,9382290,Tăng lương 15%,Nhan vien
Ke toan,NV00473,Hung Mai,1988-02-24,Nam,5198435,37,5978200,Tăng lương 15%,Nhan vien
Ky thuat,NV00474,Ong Trung Le,1970-09-11,Nam,23557186,54,27090764,Tăng lương 15%,Nhan vien
Ky thuat,NV00475,Kim Hoang,1999-03-01,Nam,23354603,26,23354603,Không tăng lương,Nhan vien
Nhan su,NV00476,Quy ong Vu Hoang,1975-12-17,Nam,23346898,49,26848933,Tăng lương 15%,Nhan vien
